,Unnamed: 0,Tweets,target
53,57,at guymontag75 at fitjayc at mrmikeinvesting at bismofunyuns44 at unusual whales at icetrades at yatesinvesting at thelioncom at chrisrandone at biotech sd at mrkennethpowers at stockmeat at incrediblebob12 at saulwright2020 at manpree31938145 at the rocktrading we get it bro everyone in the game knows who pfizer is thank you for being my spell check  smiling_face_with_hearts,neutral
54,58,at dingwall77 at alexberenson at pfizer i think you are finding some questionable sources,neutral
55,59,at daxgigandet i get my 2nd dose of pfizer in a week,neutral
56,60,at erictopol at nejm at pfizer at biontech group and moderna,neutral
57,61,at tedverwey at franktmcveety big pharma figured there was enough money in it globally and annually to through all their resources at it pfizer is expected to make $19 billion in 2021 moderna az janssen so it is huge money cancer hiv etc there is more money in the treatment of than the cure for,positive
58,62,at 1idealistgirl at nameshiv at neolithicsheep i had a moderate 30 hour reaction to my first dose of pfizer i have a history of cytokine flares so i figure real covid would have killed me or worse and the reaction is my system having its usual hysterics,positive
59,63,getting the first dose of the pfizer vaccine in a week,positive
60,64,at cdcgov at pfizer at scottgottliebmd at cnbc covidvaccine had my first vaccine yesterday pfizer 4 hours later had a puffy left eye that was red &amp little numbness in that area never heard of that reaction 24 hours later all is good just a sore arm wanted to let people know,positive
61,65,at fgolfguy at scrap iron ryan biontech spoke to produce 2 billions doses in 2021 pfizer spoke to vaccinate 7 billions people germen gov spoke to vaccinate 83 million people including children could i please get a probe of the stuff they all have taken thank you,neutral
62,66,at drsanjaygupta at pfizer at moderna tx at jnjnews i see the difference now,neutral
63,67,at drpaulgill only pfizer,neutral
64,68,at journeys film at slooterman me too pfizer today it’s only been 3 5 hours and i’m fine so far lol,positive
65,69,at tnewtondunn that’s great news on az do they have enough pfizer for people to get their second doses within 12 weeks,positive
66,70,at rheadudani at turbovax as of last week it was pfizer but i heard it might change to jj starting this week,positive
67,71,at mavschica we were open until 5pm today we'll be open again tomorrow administering pfizer staff,neutral
68,72,at sailorrooscout why then am i seeing some articles saying the sa variant reduced effectiveness 10 fold in pfizer and 12 fold in moderna should i be nervous or scared im getting my first dose of pfizer tomorrow,positive
69,73,at daxgigandet got both my pfizer's wish everyone could get theirs,neutral
70,74,at emdrums at conarck at sunsentinel oh man that's terrible emily who is running that site i just got my 1st pfizer shot today at gateway a fema site and it was flawless and quick with no appt,negative
71,75,at alexberenson at pfizer no one believes your tweets anymore alex we did in 2020 but this 2021 version is just really ugly,negative
72,76,at daydreamingdane at alexberenson at pfizer it’s true buddy the devil puppets are trying to dismiss the stats vax is deadly only a moron would take it,positive
73,77,at ryannovo62 this is going to be the next great american rivalry hatfields vs mccoys lakers vs celtics kardashian fans vs everyone else step aside it’s pfizer vs moderna now,positive
74,78,pfizer not consulted by naci on spacing out doses warns against 4 month gap ipolitics at cmoh alberta at govcanhealth covid19ab why has the canadian government and alberta government ignored the scientists that created pfizer why risk our lives,neutral
75,79,at journeys film pfizer if i got to choose for myself i probably would have chosen j&amp j because it’s one and done i really really really hate needles,negative
76,80,so this happened today covid 19 covidvaccine pfizer effcovid bethechangeyouwanttosee at  los angeles international airport,neutral
77,81,at helenyost5 at granny031350 at wjcadigan at bretbaier yes and the covidiot in chief never purchased enough gross misstep should have bought double the volume from pfizer and moderna any overbuy could easily be donated,positive
78,82,good deal i got the pfizer  syringe  syringe   face_with_medical_mask,neutral
79,83,at adhd women res at brandon derock according to the person at the london bridge vaccination centre today the pfizer is in short supply i also got the same message from other vaccination centres and my gp,negative
80,84,at elienyc my 2nd pfizer today each shot takes 2 weeks to be effective,neutral
81,85,at melissainjax i got my first pfizer shot today at gateway and it was a wonderful smooth process i was in and out in less than 30 minutes closer to 20 actually i got the state form for high risk individuals signed from my dr and tried regency 1st but they said i had to go to gateway,positive
82,86,at alexberenson at pfizer at this point the vaccine is just an excuse for the braindead masses to feel ok about leaving their home again alternatively the media and governments could admit they were wrong for taking a year of our life away for no reason but that will never happen,positive
83,87,at drsanjaygupta at pfizer at moderna tx at jnjnews this chart is confusing the bottom box why are the first 2 lines of the bottom box the same,neutral
84,88,at 94finelou rejected 70m doses from pfizer things are not going well,negative
85,89,"""two dozen of the largest pharmaceutical companies are urging president biden to reject a proposal before the world trade organization"" that would save hundreds of thousands of lives around the world and end the pandemic hopefully he will ignore them",neutral
86,90,conservatives raise concerns about lack of clarity on 4 month delay for second pfizer vaccine dose,neutral
87,91,at varindersingh24 i wore two masks this morning to take out the trash you should know that i completed two full doses of the pfizer vaccine on january 28th 2021 i wear a minimum of two masks every time i leave the house and i will do so for the foreseeable future,positive
88,92,all of us talking to the p in pfizer,neutral
89,93,sos there are many people in florida who took the first dose of the pfizer vaccine but now they can’t get the 2nd it seems that they have been forgotten my friend is one of those she keeps calling to no avail does anyone have a clue what’s going on in florida,positive
90,94,at barbarahjung sounds like cyprus beat germany my 83 yo dad already completed both pfizer shots in cyprus and my 77 yo mom got the astrazeneca vaccine ( 2nd shot due 12 wks later),neutral
91,95,even when the man helps the woman's work is never done beryl pfizer,neutral
92,96,at jakeholleymedia join us jake insist on pfizer,neutral
93,97,"just got a call today and the readout said ""pfizer"" it turned out to be another fuc ing spam robocall for a car warranty i have a new car under warranty these calls are so infuriating how about a bipartisan bill that outlaws them that would be supported by 99% of americans",positive
94,98,at sammyb000 did you get moderna or pfizer,neutral
95,99,at scotulster at mmjblair at angelaisawake daughter's just 20 i'm dreading her being offered any of them i'm 61 &amp don't want any although i may consider the astrazeneca as lesser evil(not sure there's a choice though) hubby's had pfizer 1st &amp 2nd doses he's a support worker &amp choice didn't come into it good luck  red_heart,positive
96,100,here's how much money pfizer moderna and johnson &amp johnson could make from covid vaccines,positive
97,101,got my first dose of the pfizer vaccine  flexed_biceps_light_skin_tone,positive
98,102,at scouterriffic at pamlongco moderna pfizer/biontech az/oxford gamaleya cansino j&amp j and novovax none of these have shown ade in preclinical animal models phase i/ii/iii clinical trials and with rollout of the vaccines to the general population,positive
99,103,at daxgigandet lucky to have been offered i took the pfizer and am now two weeks past so glad that i can see the end of this tunnel,positive
100,104,at brad nolan gf getting dose 1 tomorrow for pfizer curious what average side effects are,neutral
101,105,at cloudpouncer oh nice ) i’m fairly sure pfizer is mine tomorrow so i guess back again in 3 4 weeks,positive
102,106,at scrap iron ryan so pfizer gaslighting us,neutral
103,107,at simondolan genuine news broadcast from the one country regarding pfizer in this video just bare with it though,positive
104,108,hell yes i received dose 1 of the pfizer vaccine great day,positive
105,109,at doggintrump me2 today pfizer,neutral
106,110,"un artículo para leer con calma aunque sea para discrepar ""there’s some danger in the message—however well intentioned—that the covid 19 vaccines are all the same by any measure or that they’re perfect wards against severe disease""",negative
107,111,who hoo got a vax appt this wednesday drive thru both pfizer and moderna being given what a relief,neutral
108,112,i've booked my vaccine appointment for this friday first dose pfizer,positive
109,113,round 1 of covid pfizer vaccine took a lil road trip to alabama to get it bc they’re seeing 1b and welcoming ga residents—y’all holler if you want the site info,positive
110,114,very inaccurate 1/ there will not be global access to covid 19 until at least 2023 2/ public funding was the driver of this rapid development 3/ pfizer expects to make €3 billion profit in 2021 how much do they need to make it worth their while,positive
111,115,and here we go again new study warns pfizer and moderna covid 19 vaccines could be far less effective against south africa variant,positive
112,116,at erictopol at nejm at pfizer at biontech group why does this says otherwise maybe sera were selected differently,neutral
113,117,hello pfizer and sinopharm can you add serotonin into vaccine please as jordanians we all need it  sleepy_face,neutral
114,118,at daxgigandet already got both pfizer shots one more week i will be fully vaccinated,positive
115,119,at snow blacck everyone i know that got vaccinated took the pfizer brand and they felt fine after that one day of weakness,positive
116,120,at shandro you fault pfizer (and feds)for cutting back vaccines meant for canada so if the tables were turned &amp a canadian manufacturer could not for a brief period live up to their commitment you’d send more to europe than you could supply to your own continent/country bs,positive
117,121,good to know if i didn’t have the vaccine due to my profession i would be eligible now due to my autoimmune disorders this is not fake since you can see prior texts from when i was vaccinated covid19 covidvaccine pfizer moderna indianadeptofhealth ingov,positive
118,122,at arekmakarenko at sivanpaetsch at mikedeeeeeee at sebastian hols at bplommer at x30ykxz7m7h6yeb at natesilver538 umm it is posibile(pfizer marburg and pfizer halle can make ~85mil doses a month) then u have 2 az with 8mil each moderna and jj but pfizer might be more than that cause i saw they have about 8 sites in eu(prod and fill and finish),positive
119,123,at potus &amp at pfizer news are protecting corporate profits not public health poor countries won't get covid vaccine access until 2024 because of manufactured scarcity we don't accept vaccine apartheid do you join us thurs freethevaccine peoplesvaccine,negative
120,124,actually that's a very interesting question there's a fucking pandemic 1000's of people die every day ok well let's try a vaccine that's entirely new what could go wrong was this thing just setup just to be a giant r&amp d project for pfizer,positive
121,125,at davidlat thanks david so far feeling totally fine but my arm is a bit sore my fiance also got the pfizer shot almost 3 weeks ago now and she also had some pain in her arm but no real issues i will report back if i feel anything and again after the 2nd shot normalcyherewecome,positive
122,126,at champagnenoona which one did you get moderna is fully effective 2 weeks after the second dose pfizer is one week after the second dose,positive
123,127,at mrnobod35717073 at great martis at jamesc2610 lol as in in norway 13 elderly patients died after the pfizer jab but this was shown to be those with pre existing co morbidities the vaccine is proving safe and effective and effective against mutations you do you buddy,positive
124,128,i received the first dose of the covid19 at pfizer vaccine today i'm hoping that we can get back to normal asap our economy seriously needs it i can't believe nearly a year has passed it's not over yet but i'm praying soon enough staysafestayhealthy covid19vaccine,positive
125,129,at smackeycracks at deborahgiacole2 at kitchen5203 at temecularises at djangomydog at roseymelhill at aussiedebpeace at eathbound420 at butterskatz at callkurt at clairermassey at ampmtalk at katibug817 at kristinresistin at kingrezizt at reesusp at eugenewilkie11 at 1strongrobin at doxie53 at wikweko at leonalioness6 at kokomothegreat at angelabelcamino at lobstah luvah at maryellen622 at ibleedblue2021 at cplusarmy36 at kk131066 at oxxrowanxxo at new allyo at shawnlindley2 at endgamejan21 at kellieadennis74 at lennythin at steveontwitty at zackhammer7 at michaelchrisla at maddog4biden at wifeyspice90 at vforvictory46 at claudiakitty g at michelle spenc at texy liz at samiknowsbest1 at lougarza86 at faridghalili at sergeivote at kellabel at drwineau at teasipping barb first shot was just a sore arm had some minor side effects from the 2nd one but nowhere near as bad as some i have heard about pfizer or moderna i had pfizer,negative
126,130,at magicbywest at thnkslprpt at rbreich from your very own undated article at this time three vaccines have already broken cover and demonstrated efficacy higher than we had ever hoped the bar was set by regulators at around 50% both moderna and pfizer reported 95% efficacy,positive
127,131,"if you wondered what the sound was it was me screaming after hearing that my 89 year old aunt refused the pfizer vaccine ""oh no i'm waiting for astra zeneca you know oxford and all that """,neutral
128,132,israel covid rate down 96% among those who received both pfizer shots,negative
129,133,ngl i was kind of hoping they had the pfizer today because mrna vaccines are super cool but not having to go back is also pretty cool,positive
130,134,at visionpleasure that sounds pretty normal i've heard moderna may be worse but i think pfizer's what's going around here i had the virus at the new year and i struggle with being proactive anyway so i haven't looked into it yet,positive
131,135,at mort3mer super exciting as well that is looks like we will only need one dose of pfizer that will mean twice as many people getting vaccinated,positive
132,136,at daxgigandet got 2nd dose of pfizer today,neutral
133,137,check out this listing i just added to my poshmark closet dekalb patch pfizer genetics agriculture seed corn shopmycloset at poshmarkapp,neutral
134,138,at napoleonsmill at jamesrbuk at kevinflipper1 at juliahb1 he's on the wrong side of this story astrazeneca and pfizer deserve plaudits but deloitte and serco just soak up contracts and deliver nothing,negative
135,139,at mollyjzuckerman the best among all covid vaccines available now definitely better than m rna pfizer &amp moderna sad it's not yet available in the philippines,positive
136,140,brazil presses for pfizer astrazeneca shots to bolster slow vaccine rollout in august the health ministry had passed up a chance to order 70 million doses of the vaccine made by pfizer and biontech politics coronavirus covid19,neutral
137,141,the covid 19 vaccine from pfizer biontech was able to neutralize a new variant of the coronavirus spreading rapidly in brazil according to a laboratory study published in the new england journal of medicine,positive
138,142,got my first dose of the pfizer vaccine today  hugging_face  party_popper,positive
139,143,a new lab study shows troubling signs that pfizer's and moderna's covid 19 shots could be far less effective against the variant first found in south africa via at yahoo i suspected such with the goverments choice to fast track the vaccine so i am waiting,positive
140,144,3 hours after my pfizer 2nd dose so far no fatigue or other symptoms,positive
141,145,at justintrudeau can we please get someone to tell the truth about the efficacy of the vaccines simple truth with pfizer i have a 5% chance of even getting covid with j&amp j i have a 33 9% chance of getting it which vaccine do i want i don’t want any symptoms at bogochisaac,positive
142,146,at mollyjongfast lucky only the night patients get j&amp j day patients still get pfizer the sign said they were slated to give 10k shots just for sunday day shift alone lines move quick and orderly but you sure get your day’s worth of steps in  face_with_tears_of_joy,positive
143,147,at fodderyfodder my brother and i are considered healthcare workers he received the pfizer and i receieve moderna he napped and had a headache for 12 hours i had a fever for 36 hours i was no worse than a flu shot i have several coworkers whose reactions were a runny nose on moderna,negative
144,148,at imrikajai pfizer and they were very mild like i felt like i was “medicated” but i wasn’t nauseous also thought i might be psyching myself out lol,positive
145,149,at krisl1026 at anniebgreat at daxgigandet i understand why people are leary but i got both shots of pfizer without a problem i feel if it makes me sick rather be sick as to die had 1st shot jan 2nd feb it’s to important to not get it to each his own,positive
146,150,right,neutral
147,151,at kim my hubby got his first dose of pfizer  red_heart,positive
148,152,spain second pfizer shots halted after 46 nursing home residents die after the first shot – rights and freedoms &gt agedcare residents should not be getting the vaccine &lt &gt auspol,positive
149,153,australia can get to herd immunity with pfizer australia cannot get to herd immunity with astrazeneca,neutral
150,154,pfizer not consulted by naci on spacing out doses warns against 4 month gap yet this is precisely trudeau's plan to address vaccine shortage cdnpoli trudeauvaccinefailure via at ipoliticsca,neutral
151,155,"at greenrabbit j3 at kcranews you probably meant ""their"" and the pfizer and moderna shots aren't made by american companies wanna try again",positive
152,156,lol ceo of pfizer had to cancel his trip to israel because he hasn’t been vaccinated,neutral
153,157,at forrest piano it was pfizer have you heard of different reactions,neutral
154,158,these africans just be a bunch of ignorant anti vaxxers how foolish not to trust pfizer they say they're innocent why would they lie,negative
155,159,"fully vaccinated people can gather indoors without masks ""the cdc"" says ""new study warns pfizer and moderna covid 19 vaccines could be far less effective against south africa variant"" the hill wtf are are we fucking guinea pigs now",negative
156,160,at kellycoon106 me too pfizer done  star-struck,neutral
157,161,i got my first dose of covid 19 vaccine pfizer,positive
158,163,at the maya at alexberenson at cdcgov damage the propaganda and the terms and conditions of their agreement with pfizer fuckwits,neutral
159,164,it’s being administered by the national guard looks like i’m getting pfizer,neutral
160,165,where’s my pfizer people at,neutral
161,166,one week from now will mark the 6 month anniversary of me getting my second injection for the pfizer covid 19 vaccine,neutral
162,167,at sarah wxtx i didn't get moderna i got pfizer but i didn't have anything that was so awful i had to even take meds for second shot too mild arm soreness a mild headache and some fatigue very small side effects nothing in the scheme of every day life,negative
163,168,getting the pfizer vaccine i'm going to raise my future children to bully people who received the moderna or johnson &amp johnson vaccines,neutral
164,169,at ian au at nyphospital at armorynyc did you get moderns or pfizer,neutral
165,170,"""the percentage of protective antibodies that neutralized the variant — called b 1 351 which has been recorded in 20 us states — was 12 4 times lower for moderna's covid 19 shot than against the original coronavirus and 10 3 times lower for pfizer's the study authors said """,negative
166,171,"problem no ""covid 19 vaccines from moderna and pfizer biontech appear significantly less effective against the coronavirus variant first found in south africa a lab study has suggested """,positive
167,172,at rheadudani at turbovax this nyc website says that citi field offers pfizer,neutral
168,173,at jellybeardemmom at aslavitt46 indiana has age 55 now we got the first pfizer dose and will get the second on march 22,positive
169,174,at adam chal i mean one of my country's shittest leadershits got himself secretly injected with pfizer moderna and sputnik travelling around the world in taxpayer funded jet in sekkrit to pull it off regrettably the motherfucker is yet to develop any side effects from this vacwhopper,negative
170,175,at sharkawymd wouldn’t that be better than having 2 doses of pfizer but we don’t know what that 16 week wait does to the end efficacy,positive
171,176,on vaccine allocation mar 8 pfizer moderna az total inv 174259 w2 173160 160500 194500 528160 w3 174330 174330 w4 446830 323200 770030 w5 446830 446830 2093582/24 87232  syringe /day,neutral
172,177,mar 8 provincial vaccine allocations mar pfizer moderna covishield total w2 444600 476800 500000 1421400 w3 444600 444600 w4 1194570 846000 2040570 w5 1195740 1195740,neutral
173,178,dr fauci at pfizer at moderna tx at jnjnews is this who you are trusting with the lives of your people,neutral
174,179,at vannestemaureen at sarabwarf pfizer should be seeking approval for 12 15 in the next six weeks my teens are in the trial and that’s what they are telling us under 12 looks up to a year away as the trials haven’t started and will be more complicated,positive
175,180,if you get the pfizer shot full immunity is 2 weeks later,positive
176,181,nz pm says pfizer deal simplifies way to mass vaccination could open border,neutral
177,182,my grandmother just got the pfizer covid vaccine i am so happy,positive
178,183,nice data on 2 doses of pfizer against variants whilst there's reduced neutralisation activity against b 1 351 spike it's still decent,positive
179,184,at scrap iron ryan at 4519steven does pfizer have legal protection from the government so they can't be sued yes,positive
180,185,czechia and slovakia will receive an additional 100 000 doses of covid 19 vaccines next week both countries are dealing with acute health situations european commission was able to allocate extra doses delivered by biontech/pfizer to support them,positive
181,186,this guys really bugging me bc i got pfizer fuck off,negative
182,187,at pfizer at biontech group as a 2x lung cancer survivor and 1x kidney cancer survivor my life may literally depend on your vaccine i feel like a weight has been lifted i'm also looking forward to going grocery shopping for myself again  thumbs_up  thumbs_up,positive
183,188,thanks to at ecmclaughlin for letting me know about leftover vaccines today i got my first pfizer shot next one 28 days out no pain i feel great i called my pharmacy and they put me on a list if they had no shows called them saturday and got the call back today  blue_heart  blue_heart  blue_heart,positive
184,189,just took a 3 hour pfizer nap now catching up on the tl  face_savoring_food,neutral
185,190,at potus at pfizer news and other pharma corporations are protecting profits instead of public health poor countries are looking at vaccine access in 2024 because of manufactured vaccine scarcity we don't accept vaccine apartheid do you join us thurs,negative
186,191,according to the fda’s adverse reporting system 3 dozen cases of spontaneous miscarriages or stillbirths occurred after taking the covid 19 vaccination this raises ethical concerns about offering pregnant women experimental biological agents,positive
187,192,at ac7ionman i have a free stock and 1 stock in pfizer idk wtf i’m doing but i’ve been getting a few cents every month lol,positive
188,193,at aslavitt46 at hyperdf got my 1st dose of the pfizer vaccine today floridaman,positive
189,194,poor vladtheimpaler must really miss his imbecile poodle trump,positive
190,195,russian disinformation campaign aims to undermine confidence in pfizer other covid 19 vaccines u s officials say wsj,neutral
191,196,bill gates take the wheel pfizer harlemhospital harlemstrong newyorkstrong covidvaccination,neutral
192,197,cdc updates their data tracker to account for j&amp j single dose “at least one dose” 1 dose of any of the three vaccines “fully vaccinated” 1 dose of j&amp j or 2 doses of modern or pfizer 116m delivered 92m injected 1 dose 60m fully vaccinated 31m,positive
193,198,hubby and i were able to get our first dose of the pfizer vaccine our local health and law enforcement did a fantastic job we were in and out in little over an hour so far no allergic reactions be sure to get yours stay safe and wear your mask  face_with_medical_mask,positive
194,199,pfizer vaccine booster update it's been roughly 32 hours &amp i'm feeling a bit better than i was last night low grade fever below 100°f w/ headache joint pain mild gastrointestinal symptoms &amp swollen lymph nodes in my neck acetaminophen &amp piroxicam (nsaid) definitely help,positive
195,200,at bbygrlpt2 at nygovcuomo at javitscenter i got the pfizer today but someone said they give the j&amp j in the overnight hours,neutral
196,201,at potus i got my first pfizer vaccine shot today follow up (2nd dose) shot already scheduled as well  thumbs_up_light_skin_tone,positive
197,202,my wife was talking about how her dad has felt after his 2 covid shots his arm was stiff and sore for quite a while i told her that was expected since the vaccine was made by pfizer the same company that makes viagra so,negative
198,203,dad has his appointment for the 1st vaccine tomorrow grinning_face  spent the day making appointments for check up hearing and vision he has both pfizer shot dates set we'll get him some new threads he'll be all set for easter not bad for being 98 grinning_face  let's do this koo koo thing,positive
199,204,at alexberenson at pfizer alex we really do need to see the hospital/death data the article does claim regardless of neutralizing antibodies severity of disease is diminished we need data to support this if true,positive
200,205,at carmenwbluewave i go for first pfizer on saturday i'm excited as well,positive
201,206,at alexberenson at pfizer at threadreaderapp please unroll,neutral
202,207,"""pfizer and moderna vaccines are messenger rna a new form of vaccine that has never been produced before much less at huge scale and the manufacturing process for mrna vaccines appears to be very sensitive and challenging "" at garywinslett",positive
203,208,at beccaisediting vibing first pfizer shot today at del mar never left the car an impeccable experience,positive
204,209,your a pfizer mami aren't you at musingshistory good news,positive
205,210,at therealg0th4m i got pfizer and i’m happy to hear you got yours,positive
206,211,"""for the purposes of this guidance people are considered fully vaccinated for covid 19 ≥2 weeks after they have received the second dose in a 2 dose series (pfizer biontech)"" nobody in malaysia is currently fully vaccinated",positive
207,212,at k tea cat you must have got pfizer the moderna vaccine made me at least 50% gayer,neutral
208,213,hello in case you didn’t know this at pfizer and at moderna tx ‘s covid vaccine can be administered into the anterolateral thigh w a 1 5” needle as an alternative to the deltoid twitterx,neutral
209,214,at dingwall77 at alexberenson at pfizer all kinds of unsubstanciated claims on the internet,positive
210,215,at donnieofthedead at attichris2k at zubymusic where’s the evidence for this most recent studies show that transmission is reduced,positive
211,216,the modena &amp pfizer covid vaccines are classified as eua emergency use authorization means they went through a shorter review period for one thing phase 3 trials usually last alot longer than the testing pfizer/moderna did freaked out you should be research it labrats,negative
